,regio1,serviceCharge,heatingType,telekomTvOffer,telekomHybridUploadSpeed,newlyConst,balcony,picturecount,pricetrend,telekomUploadSpeed,totalRent,yearConstructed,scoutId,noParkSpaces,firingTypes,hasKitchen,geo_bln,cellar,yearConstructedRange,baseRent,houseNumber,livingSpace,geo_krs,condition,interiorQual,petsAllowed,street,streetPlain,lift,baseRentRange,typeOfFlat,geo_plz,noRooms,thermalChar,floor,numberOfFloors,noRoomsRange,garden,livingSpaceRange,regio2,regio3,description,facilities,heatingCosts,energyEfficiencyClass,lastRefurbish,electricityBasePrice,electricityKwhPrice,date,americanArea,condition_num
102,Nordrhein_Westfalen,210.0,,ONE_YEAR_FREE,,False,False,14,4.17,10.0,747.0,,115696074,1.0,,True,Nordrhein_Westfalen,True,,537.0,217,43.0,Münster,,,no,Maikottenweg,Maikottenweg,False,4,apartment,48155,1.5,,1.0,3.0,1,True,2,Münster,Mauritz_Ost,"Hallo! schweren Herzens suchen wir einen Nachmieter für unsere schöne 1,5 Zimmer-Wohnung in Münster Mauritz. Die Wohnung eignet sich hervorragend für ruhige Einzelpersonen – wir hatten hier aber auch als Paar eine sehr schöne Zeit. Die Nebenkosten beziehen sich auf einen 2-Personen-Haushalt und werden vermutlich bei einer Person etwas geringer ausfallen. Es handelt sich um einen Pauschalpreis für alle Nebenkosten + Heizung und Strom. Die Wohnung ist gut geschnitten und bietet dank einem großen Wandschrank viel Stauraum. Ein Platz im Keller ist auch vorhanden. Große Fenster sorgen von 3 Seiten für viel Tageslicht. Gemeinsam mit den hohen Decken und einem schönen Laminat-Boden machen sie den Altbau-Charme der Wohnung aus. Die Küche gehört zur Wohnung und wird ohne Abschlag an den Nachmieter weitergegeben. Meldet euch gern per Mail an: einzimmerkuechebad(at)gmx.de Lage: Die Wohnung befindet sich in einem alten Herrenhaus in Mauritz. Man blickt zu allen 3 Seiten ins Grüne und auf den Weiher, der das Haus umgibt. Das Haus ist umgeben von einem gut gepflegten Grundstück, Feldern und Wäldern. Insgesamt leben hier 5 Parteien, eine bunte Mischung aus Studenten, Familien und Rentnern. Auf dem Grundstück gibt es eine Parkmöglichkeit für ein Auto und eine überdachte Abstellmöglichkeit für mehrere Fahrräder. Die nächste Bushaltestelle ist ca.10-15 Minuten zu Fuß entfernt. Von dort aus fahren mehrere Busse regelmäßig in die Innenstadt (ca.10 Minuten Fahrzeit). Edeka, Rewe, Netto sind ca.800m entfernt und gut zu Fuß oder mit dem Fahrrad erreichbar. Sonstiges: Das Zusammenleben in dem Haus würden wir als sehr ruhig beschreiben. Es wird viel Wert auf Sauberkeit und Ruhe gelegt. Partys und laute Musik sind eher unerwünscht – wenn Ihr aber Freude an Spaziergängen und Natur habt seit ihr hier genau richtig. Für uns war die Wohnung immer ein Ruhepol, es ist ein bisschen wie Urlaub :-)",,,,,,,Feb20,462.8477,3.0
103,Nordrhein_Westfalen,290.0,district_heating,,,True,True,9,5.4,,1500.0,2019.0,113853061,1.0,district_heating,False,Nordrhein_Westfalen,True,9.0,1210.0,5,86.29,Münster,first_time_use,sophisticated,no,Graelstra&szlig;e,Graelstraße,True,7,apartment,48153,3.0,,2.0,5.0,3,False,4,Münster,Josefsviertel,"Bei dieser ansprechenden Immobilie handelt es sich um einen Erstbezug, Fertigstellung im Oktober 2019. In dem Objekt befinden sich 9 Wohneinheiten von 44 - 86 qm ( 1,5 - 3 Zimmer).   Diese Wohnung verfügt über drei attraktive Zimmer. Der Aufzug ermöglicht Ihnen eine barierefreie Nutzung vom Keller bis in Ihre Etage.   Die Wohnung verfügt über einen Balkon. Hinter einem verschließbaren Rolltor befinden sich die PKW - Stellplätze und überdachte Fahrradstellplätze. Es gehört ein Kellerraum zu jeder Wohnung.","- Wohnraum mit offenem Küchenbereich und angrenzendem Balkon - Wohnraum, Flur und Bad mit Fliesenbelag -Schlafräume Designboden Eiche -Fußbodenheizung in allen Räumen - bodentiefe Fenster -elektrische Raffstoreanlage / Rollläden - hochwertige Sanitärausstattung mit ebenerdiger Dusche und Badewanne - WC ist separat - Bad mit Spiegel und Beleuchtung - Waschmaschinenanschluss im Bad - Aufzug und Gegensprechanlage - Abstellraum in der Wohnung - separater Kellerraum zu der Wohnung",,,,,,Oct19,928.816931,5.0
107,Nordrhein_Westfalen,400.0,central_heating,ONE_YEAR_FREE,,False,True,20,5.09,40.0,1695.0,2010.0,111306227,1.0,district_heating,True,Nordrhein_Westfalen,True,7.0,1295.0,3,89.9,Münster,mint_condition,luxury,,H&ouml;rsterplatz,Hörsterplatz,True,7,ground_floor,48147,2.0,99.97,0.0,3.0,2,True,4,Münster,Schlachthofviertel,"Die Wohnung innerhalb einer geschlossenen Wohnanlage zeichnet sich durch besondere Sicherheits- und Servicestandards aus. Hierzu gehören ein Concierge Service, ein Privates- Spa mit Sauna und Fitnessbereich und ebenfalls eine Lounge, in der die Bewohner Gelegenheit haben, sich mit Nachbarn und Freunden zu treffen. Ein zentral gelegener Buchsbaumgarten mit Brunnen bildet das Herz der Anlage. Eine großzügige, überwachte Tiefgarage unter dem Quartier erlaubt jedem Bewohner den direkten und barrierefreien Zugang (Aufzug) vom Parkplatz zur Wohnung. Der große Garten mit Terrasse lädt zum verweilen und entspannen ein.","Die hohe Ausstattungsqualität der neu errichteten Wohnungen zeigt sich in ausgesuchten Materialien, wie Eichenparkett und Naturstein sowie hochwertiger Badausstattung mit Badewanne, Dusche und separiertem WC. Flügeltüren, bodentiefe Fensterelemente und nahezu drei Meter hohen Decken mit umlaufender Profilierung verleihen der Wohnung eine wohltuende Großzügigkeit. Ein Gäste-WC und ein Hauswirtschaftsraum mit Waschmaschinen- und Trocknerstellplatz ergänzen das Raumprogramm. Die Wohnung verfügt über eine komplett ausgestattete, hochwertige Küche! Die Geräte sind von Miele und entsprechen dem State of The Art des Küchenbaus. (Mikrowelle, Herd, Ceran/Iduktion, Kühl-Gefrier, Spülmasch, Feinstein, Softtouch-Auszüge), zudem erhält die Küche eine RGB-LED Hinterwandbeleuchtung für stimmungsvolles Kochen und Feiern. Das alles sorgt für Wohnqualität auf höchstem Niveau. Die Wohnung ist aufgeteilt wie folgt: Wohnen- Essen:	27,8 m² Küche:			  6,5 m² Schlafzimmer:		16,3 m² Bad:			  8,6 m² Gäste-WC:		  2,0 m² HWR:			  3,1 m² Entrée:			  7,6 m² Die in Südostausrichtung angelegte Terrasse in einem durch Hainbuchenhecken abgetrennten, großen Garten lädt zum verweilen und entspannen ein.",,,2012.0,,,May19,967.67461,6.0
108,Nordrhein_Westfalen,119.5,central_heating,ONE_YEAR_FREE,,False,False,4,3.23,40.0,680.5,1967.0,91189231,,gas,True,Nordrhein_Westfalen,False,2.0,561.0,,39.0,Münster,refurbished,,,no_information,,False,4,apartment,48155,1.0,,,,1,False,1,Münster,Hansaplatz,Die 1-Raum-Wohnung mit separater Küche befindet sich in einem sehr gepflegten Mehrfamilienhaus. Ein eigener Kellerraum mit einer Größe von ca. 6 m² bietet zusätzlichen Stauraum. Des Weiteren werden Trockner und Waschmaschine (Wertmarkenautomat)  zur allgemeinen Benutzung im Keller bereitgestellt. Fahrräder können im Hinterhof abgestellt werden.,"- weiße Bodenfliesen - große Fenster - separate Küche (vorhandene EBK bestehend aus: Backofen, vier Herdplatten, Dunstabzug, Kühlschrank, div. Ober-/Unterschränke) - zusätzliches Licht bringen Deckenspots in Flur, Bad, Küche - Kellerraum (5-6 qm)",,,,90.76,0.1915,Sep18,419.7921,4.0
109,Nordrhein_Westfalen,110.0,,ONE_YEAR_FREE,,False,True,4,6.25,40.0,450.0,,107378002,1.0,,False,Nordrhein_Westfalen,False,,340.0,113,35.0,Münster,,,,Horstarer Landweg,Horstarer_Landweg,False,2,other,48149,1.0,,1.0,4.0,1,False,1,Münster,Sentrup,"1-Zimmer Wohnung im Horstmarer Landweg 113, Nähe Universität/Leonardo-Campus zum 01.11.2018 zu vermieten. Eine Bushaltestelle ist direkt vor der Tür, ein Bäcker ebenfalls nur ca. 50m entfernt. Die nächste Einkaufsmöglichkeit ist das York-Center mit Rewe, Lidl, Aldi, DM, Saturn, Fitnessstudio, Apotheken etc, circa 5 Fahrradminuten entfernt. Zu der Wohnung gehört ein Balkon und ein Außenstellplatz.",,,,,90.76,0.1915,Sep18,376.7365,3.0
111,Nordrhein_Westfalen,151.0,,ONE_YEAR_FREE,,True,True,10,5.51,40.0,916.0,2019.0,110272106,1.0,,False,Nordrhein_Westfalen,True,9.0,702.0,30,62.88,Münster,first_time_use,sophisticated,,Regina-Protmann-Stra&szlig;e,Regina-Protmann-Straße,True,5,ground_floor,48159,2.5,,0.0,4.0,2,True,3,Münster,Kinderhaus_Ost,"- Verteilt auf vierzehn Gebäude mit drei- und viergeschossiger Bauweise - 161 hochwertige und barrierearme Wohnungen in vier Bauabschnitten - klar strukturierte Grundrisse - 2,5- bis 4,5-Raum-Wohnungen variieren zwischen ca. 55 und 102 m² - Sowohl Singles als auch Paare aller Altersgruppen sowie Familien sind angesprochen - Energieeffiziente Bauweise nach KfW 55-Standard - Tiefgaragen- und/oder Außenstellplätze stehen zur Verfügung Bezugsfertig zum 01.10.2019 Auf Grund der vorzeitigen Fertigstellung liegt noch kein Energieausweis vor. Dieser wird jedoch kurzfristig nachgereicht. Kontaktieren Sie uns auch über den Messenger auf Ihrem Smartphone. Schreiben Sie uns die Objekt-ID „110098-35-M“ in WhatsApp an 0151 7277 7077, in Telegram an VivawestWohnen oder in Threema an *VVWCHAT.",Moderne und Stilvolle Ausstattung mit: - stufenlosem Zugang zu allen Wohnungen und Kellern durch einen Aufzug im Haus - hochwertigem Echtholzparkettfußboden in allen Wohn- und Schlafräumen - weiß gestrichenen Raufasertapeten in allen Räumen - großzügigen Terrassen- oder Balkonflächen - dreifach isolierverglasten Fenster - elektrischen Rollläden an allen Fensterflächen in der gesamten Wohnung - Videogegensprechanlage - überwiegend bodentiefen Fenster - regulierbarer Fußbodenheizung in allen Räumen - hochwertiger Sanitärausstattung mit ebenerdiger Dusche und/oder Badewanne - Waschmaschinenanschluss in jeder Wohnung - Separatem Kellerbereich,63.0,,,,,May19,676.834032,5.0
113,Nordrhein_Westfalen,200.0,floor_heating,,,True,True,3,4.77,,1169.0,2020.0,115420686,1.0,environmental_thermal_energy,False,Nordrhein_Westfalen,True,9.0,969.0,99,74.53,Münster,first_time_use,sophisticated,,Amelsb&uuml;rener Stra&szlig;e,Amelsbürener_Straße,False,6,ground_floor,48165,2.0,,,,2,True,3,Münster,Hiltrup_West,"Zum 01.04.2020 können Sie diese EG-Wohnung, die durch eine gehobene Innenausstattung besticht, beziehen. Es handelt sich hierbei um einen Erstbezug. Zu der Wohnung zählen eine Wohnküche, ein Schlafzimmer, ein Tageslichtbad mit begehbarer Dusche und ein Haushaltsraum für Waschmaschine und Trockner.  Die Immobilie ist außerdem barrierefrei zugängig. Eine Besonderheit ist, dass es nicht nur eine Terrasse  gibt, sondern Sie auch den Garten am Haus zu Ihrer Erholung nutzen können. Im zur Wohnung gehörenden Kellerabteil können Sie zu lagernde Gegenstände bequem unterbringen.","Dieser Neubau ist nicht nur optisch ein echter Hingucker, sondern auch in der Energieeffizienz. Es ist ein Niedrigenergiehaus KfW-55 mit einer Luft-Wasser-Wärmepumpe. Die Wohnung ist mit einer Fußbodenheizung mit einzeln regulierbaren Raumthermostaten, dezentraler Wohnraumbelüftung mit Wärmerückgewinnung, 3-fach isolierte Fenster mit Schallschutz und elektrischen Rollläden ausgestattet.",,,,,,Feb20,802.233467,5.0
114,Nordrhein_Westfalen,180.0,district_heating,ONE_YEAR_FREE,,True,True,12,4.63,40.0,1145.0,2019.0,113133800,1.0,district_heating,True,Nordrhein_Westfalen,True,9.0,895.0,9,71.7,Münster,first_time_use,sophisticated,,Petronillaplatz,Petronillaplatz,True,6,apartment,48157,2.0,32.0,1.0,4.0,2,False,3,Münster,Handorf,Die Wohnung befindet sich in einem 08/2019 fertiggestellten - neu errichteten - Mehrfamilienhaus im Herzen von Handorf. Das Gebäude verfügt über einen Personenaufzug und eine Tiefgarage. Ein zusätzlicher Abstellraum im Keller ist der Wohnung zugeordnet.,Die Wohnung ist mit pflegeleichtem Bodenbelag ausgestattet. Bäder und Naßräume haben einen Feinsteinzeugboden. Die Wände sind weiß gestrichen. Fußbodenheizung. Elektrische Rollläden. Balkon. Eine moderne Einbauküche mit Elektrogeräten ist vorhanden.,,,,,,Oct19,771.77163,5.0
115,Nordrhein_Westfalen,300.0,central_heating,ONE_YEAR_FREE,,False,True,14,4.52,40.0,1605.0,,113606479,1.0,gas,False,Nordrhein_Westfalen,False,,1215.0,,89.3,Münster,mint_condition,luxury,,no_information,,True,7,maisonette,48149,2.5,79.0,1.0,3.0,2,False,4,Münster,Schloßbezirk,"Sie möchten hell, modern und repräsentativ Wohnen? Dann ist diese schicke Maisonettewohnung im Erd- sowie 1.Obergeschoss, am Aasee, genau das Richtige für Sie! Die Wohnung befindet sich gegenüber von den Aaseeterrassen und überzeugt durch eine hochwertige sowie offene Bauweise. Eine gehobene Wohnanlage gepaart mit einer hellen und großzügigen Architektur machen diese Wohnung zu einem absoluten Highlight. Vor allem die Helligkeit der Wohnung wird Sie begeistern - diese sorgt für ein angenehmes Wohnambiente. Die großen Fensterfronten lassen einen schönen Blick ins Grüne der Westseite  zu. Die Wohnungseingangstür befindet sich im 1.Obergeschoss. Sie gelangen von hier direkt in die offen gestaltete, moderne Küche mit angrenzendem Balkon, sowie den Essbereich. Über den Flur gelangen Sie in das Schlafzimmer, welches ebenfalls mit einem Balkon versehen ist. Das WC  mit angrenzendem Duschbereich ist vom Flur, sowie vom Schlafzimmer aus zu erreichen. Des Weiteren ist im 1.OG noch  ein praktischer Abstellraum vorhanden. Im Erdgeschoss befindet sich der großzügige Wohnbereich. Hier haben Sie genügend Raum für gesellige Abende mit Freunden & Bekannten. Die eigene Terrasse bietet Ihnen die Möglichkeit die Sonne zu genießen und die Abende entspannt ausklingen zu lassen. Der einheitliche sowie hochwertige Parkettboden sorgt für ein gemütliches Ambiente und unterstreicht den Charme der Wohnung. Des Weiteren steht Ihnen ein separater Kellerraum und ein Tiefgaragen-Stellplatz für Ihr Auto zur Verfügung. Lassen Sie sich bei einer Besichtigung von der individuellen Raumgestaltung  überzeugen! Mobilnummer: 0176/55107385",- Mobilnummer: 0176/55107385 - Adresse: Annette-Allee 10 - Warmmiete: 1.605 € inkl. Stellplatz - frei ab: 01.12.2019 - Wohnung über 2 Etagen - direkte Aaseelage zur Westseite - schöner Blick ins Grüne - helle Wohnräume - nur ein Schlafzimmer - WC + Duschbad - zwei Balkone im 1.OG - 1 Terrasse im EG - Abstellraum für  Sitzpolster - Aufzug in alle Etagen -  große Fenster mit Raffstoren - Parkettboden -  separater Kellerraum - Tiefgaragenstellplatz 90€ (Privatgarage im Parkhaus),,C,,,,Oct19,961.21627,6.0
116,Nordrhein_Westfalen,200.0,central_heating,ONE_YEAR_FREE,10.0,False,True,0,6.19,2.4,910.0,1990.0,108616072,1.0,natural_gas_light,True,Nordrhein_Westfalen,True,4.0,690.0,,46.0,Münster,well_kept,normal,,no_information,,False,5,,48149,2.0,,3.0,3.0,2,False,2,Münster,Sentrup,"2 Zimmer, beide mit Zugang zum Balkon, dazwischen eine Küche, kleiner Flur, Duschbad und WC. Gut als 2er-WG geeignet. Bezug kann evtl. auch früher durchgeführt werden!",mit Küchenzeile,,,,,,Feb20,495.1394,0.0
117,Nordrhein_Westfalen,85.0,central_heating,ONE_YEAR_FREE,,False,True,1,5.83,10.0,645.0,1960.0,110988413,1.0,gas,True,Nordrhein_Westfalen,True,2.0,560.0,,77.0,Münster,well_kept,,no,no_information,,False,4,terraced_flat,48167,3.0,,,,3,True,3,Münster,Gremmendorf_Ost,"Diese schön aufgeteilte, gepflegte Terrassenwohnung kann zum 01.06.2019 bezogen werden. Das Objekt verfügt über 3 einladende Zimmer. Vor dem Wohn-Esszimmer befindet sich eine Terrasse mit Garten. Außerdem stehen eine Einbauküche sowie eine Garage und ein Kellerraum zur Verfügung.","Eichenparkett im Wohnzimmer, ansonsten pflegeleichter Vinyl-Boden, Bad mit Fenster, Einbauküche sollte nach Möglichkeit vom Vormieter übernommen werden",,,,,,May19,828.8203,0.0
118,Nordrhein_Westfalen,260.0,,ONE_YEAR_FREE,,True,False,13,6.32,40.0,1982.0,2017.0,107306996,,,False,Nordrhein_Westfalen,False,9.0,1750.0,,123.0,Münster,,,,no_information,,False,8,maisonette,48151,4.0,,0.0,,4,False,6,Münster,Aaseestadt,"Diese exklusive Maisonette-Wohnungen bietet eine Wohnfläche von ca. 123 m² und befindet sich in einem Mehrfamilienhaus mit lediglich 4 Parteien im beliebten Aaseeviertel. Die Wohnung verfügt über einen schönen, hellen Wohn-/Essraum mit offener Küche, von dem man Zugang zum herrlichen Balkon hat. Ein gemütliches Schlafzimmer sowie ein Vollbad runden das Raumangebot ab. Im Dachgeschoss befindet sich ein weiteres Schlafzimmer mit anliegendem Badezimmer. Von hier aus gelangen Sie auf die herrliche Loggia. Der hohe Ausstattungsstandard in diesem Neubau spricht für sich. Als Beispiele seien die hochwertige Badausstattung, der Parkettfußboden, die Fußbodenheizung sowie die dreifach verglasten Fenster mit elektrischen Rollläden genannt. Die bodentiefen Fenster bieten ganztägig eine helle Wohnatmosphäre. Ferner gehören zu jeder Wohnung ein Kellerraum sowie eine Garage. Jede Wohnung verfügt über eine Einbauküche. Lassen Sie sich vom Komfort dieser Wohnung beeindrucken und vereinbaren Sie einen Beratungstermin mit uns.",,,,,90.76,0.1915,Sep18,1323.9597,3.0
119,Nordrhein_Westfalen,190.0,district_heating,ONE_YEAR_FREE,10.0,False,False,6,5.45,10.0,1200.0,2013.0,110766484,1.0,district_heating,False,Nordrhein_Westfalen,True,8.0,1010.0,,64.0,Münster,,,,no_information,,True,7,apartment,48143,2.0,,4.0,,2,False,3,Münster,Buddenturm,"Diese Wohnung befindet sich im Gebäude ""Alter Fischmarkt"", welches im Jahre 2013 erreichtet wurde. Es handelt sich hierbei um fünf besonders hochwertige Giebelhäuser, die sich in ihrer Ausformung und Materialität in die Bebauung der Altstadt integrieren. Durch die Symbiose von moderner Solitärarchitektur und dem Aufgreifen von historischen Stilelementen wird an diesem Standort ein ganz besonderes Flair geschaffen. Ein individueller Mieterbesatz im Einzelhandels- aber auch im Gastronomiebereich verheißt ein echtes Einkaufserlebnis. Der Zugang zur Wohnung am Alten Fischmarkt erfolgt über Treppenhäuser in einer spektakulären Rotunden Bauweise. Die Wohnung befindet sich in der 4. Etage. Sie ist bequem über den Aufzug erreichbar. Die Ausstattung ist hochwertig: Parkett, Fußbodenheizung, großformatige helle Fliesen usw. Die Wohnung ist zum 01.05.2019 frei.",,,,,,,May19,688.8896,3.0
120,Nordrhein_Westfalen,95.0,self_contained_central_heating,,,False,True,15,5.83,,1585.0,1950.0,110614039,,electricity,False,Nordrhein_Westfalen,True,1.0,1490.0,49,100.0,Münster,first_time_use_after_refurbishment,sophisticated,negotiable,Finkenstra&szlig;e,Finkenstraße,False,7,ground_floor,48147,4.0,,1.0,4.0,4,True,4,Münster,Kreuzviertel,"Die circa 100 m2 große, frisch sanierte Wohnung befindet sich in einem ruhigen und gepflegten Mehrfamilienhaus mitten im Münsteraner Kreuzviertel. Eine Wärmedämmung des Hauses wurde 2009 vorgenommen, die zu einer deutlichen Reduktion der Heizkosten führte. Die Wohnung befindet sich im Erdgeschoss eines 4 Parteien Hauses und hat 4 Zimmer, einen Balkon, 1 Bad (Dusche und Badewanne, 2 Waschbecken), eine Gästetoilette, 1 Abstellraum und einen Kellerraum. Von der Küche haben Sie einen direkten Zugang über den Balkon in den Garten. Die Gartengröße erlaubt problemlos das Aufstellen einer Schaukel und eines Sandkastens für Ihren Nachwuchs. Vom Arbeitszimmer bzw. Kinderzimmer, Schlafzimmer und von der Küche haben Sie einen herrlichen Blick in den Garten, der zum Entspannen einlädt.  Durch große Fenster und den frisch renovierten Dielenboden erhält die Wohnung eine warme und helle Atmosphäre. Die Wohnung befindet sich im Kreuzviertel. Fußläufig sind alle größeren Supermärkte zu erreichen. Mit dem Rad gelangen sie innerhalb weniger Minuten zum Domplatz, zum Schloß, zur Promenade oder zur Uniklinik. Zusätzlich besteht eine schnelle Anbindung an die Autobahn A 1 sowie an die Bundesstraße B 54.",,,,2019.0,,,May19,1076.39,3.0
